Frame,Time,R,G,B
3487,254,0,1
3510,254,0,0
3517,1,253,2
3540,0,254,0
3547,0,0,254
3570,0,0,254
3577,254,0,1
3600,254,0,0
3607,0,254,2
3630,0,254,0
3637,0,0,254
3660,0,0,254
3667,254,0,0
3690,254,0,0
3697,1,253,2
3720,0,254,0
3727,0,0,254
3750,0,0,254
3757,254,0,1
3780,254,0,0
3787,0,254,0
3810,0,254,0
3817,0,0,254
3840,0,0,254
3847,254,0,0
3870,254,0,0
3877,0,254,2
3900,0,254,0
3907,1,0,254
3930,0,0,254
3937,254,0,1
3960,254,0,0
3967,1,253,2
3990,0,254,0
3997,1,0,254
4020,0,0,254
4027,254,0,1
4050,254,0,0
4057,0,254,2
4080,0,254,0
4087,0,0,254
4110,0,0,254
4117,254,0,1
4140,254,0,0
4147,0,254,2
4170,0,254,0
4177,1,0,254
4200,0,0,254
4207,254,0,1
4230,254,0,0
4237,1,253,2
4260,0,254,0
4267,1,0,254
4290,0,0,254
4297,254,0,0
4320,254,0,0
4327,0,254,0
4350,0,254,0
4357,0,0,254
4380,0,0,254
4387,254,0,0
4410,254,0,0
4417,0,254,0
4440,0,254,0
4447,1,0,254
4470,0,0,254
4477,254,0,0
4500,254,0,0
4507,1,253,2
4530,0,254,0
4537,1,0,254
4560,1,0,254
4567,254,0,0
4590,254,0,0
4597,1,253,2
4620,0,254,0
4627,0,0,254
4650,0,0,254
4657,253,0,0
4680,254,0,0
4687,0,254,0
4710,0,254,0
4717,1,0,254
4740,0,0,254
4747,254,0,0
4770,254,0,0
4777,0,253,0
4800,0,254,0
4807,3,0,250
4830,0,0,254
4837,253,2,3
4860,254,0,1
4867,3,252,4
4890,0,254,0
4897,3,0,250
4920,0,0,254
4927,255,0,1
4950,255,0,0
4957,0,252,0
4980,0,254,0
4987,4,0,253
5010,0,0,254
5017,255,0,1
5040,254,0,0
5047,1,253,2
5070,0,254,0
5077,0,0,254
5100,0,0,254
5107,254,0,0
5130,254,0,0
5137,1,253,2
5160,0,254,0
5167,0,0,254
5190,0,0,254
5197,254,0,1
5220,254,0,1
5227,0,254,0
5250,0,254,0
5257,1,0,254
5280,0,0,254
5287,254,0,1
5310,254,0,0
5317,0,254,2
5340,0,254,0
5347,1,0,254
5370,0,0,254
5377,254,0,1
5400,254,0,0
5407,1,253,2
5430,0,254,0
5437,0,0,252
5460,0,0,254
5467,253,0,0
5490,254,0,0
5497,0,253,0
